elapsed,GPR_left,GPR_right,GPA_left,GPA_right
0.0,101.09302325581395,108.0,14.153023255813949,5.939999999999998
1.0,94.35897435897435,91.42857142857143,20.758974358974356,5.028571428571425
2.0,86.79245283018868,98.18181818181819,17.79245283018868,17.181818181818187
3.0,66.3758389261745,80.42944785276073,16.925838926174492,14.879447852760734
4.0,75.03355704697987,90.92024539877299,19.133557046979867,16.820245398772997
5.0,129.03225806451613,129.87012987012986,29.032258064516128,29.87012987012986
6.0,111.35135135135135,119.76744186046511,8.351351351351354,16.767441860465112
7.0,115.16129032258064,114.97206703910615,8.061290322580646,12.072067039106145
8.0,116.23529411764706,113.35593220338983,7.555294117647051,13.035932203389834
9.0,115.18279569892474,111.72881355932203,8.062795698924731,12.84881355932204
10.0,110.8695652173913,115.2542372881356,8.869565217391298,13.254237288135599
11.0,114.67391304347827,119.2090395480226,9.173913043478265,13.709039548022602
12.0,116.57754010695187,121.7877094972067,7.577540106951872,12.787709497206706
13.0,117.03157894736842,119.35195530726257,5.8515789473684094,12.531955307262578
14.0,119.0,118.80446927374301,8.329999999999998,12.474469273743011
15.000000000000002,115.70967741935483,114.87777777777778,8.099677419354833,11.48777777777778
16.0,110.25,117.95530726256983,8.819999999999993,12.385307262569839
17.0,110.52631578947368,118.64406779661017,5.526315789473685,13.644067796610173
18.0,110.75268817204301,114.44444444444444,7.752688172043008,11.444444444444443
19.0,109.6774193548387,113.33333333333333,7.677419354838705,11.333333333333329
20.0,114.43850267379679,118.88888888888889,7.4385026737967905,11.888888888888886
21.0,109.23913043478261,112.29050279329608,8.73913043478261,11.790502793296085
22.0,115.18279569892474,111.10112359550561,8.062795698924731,12.221123595505617
23.0,116.33513513513513,114.87777777777778,8.725135135135133,11.48777777777778
24.0,116.12903225806451,120.0,8.129032258064512,12.0
25.0,119.27868852459017,115.86740331491713,10.138688524590165,11.007403314917127
26.0,114.26229508196721,110.99447513812154,9.712295081967213,10.544475138121541
27.0,112.99435028248588,110.49723756906077,12.994350282485883,10.497237569060772
