elapsed,GPR_left,GPR_right,GPA_left,GPA_right,net_power_left,net_power_right
86.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,56.952380952380956,48.97674418604651,39.01238095238095,27.91674418604651,29.035636766334445,9.964363233665559
88.0,58.93069306930693,88.32876712328768,29.17069306930693,56.088767123287674,2.841925946019259,59.15807405398074
89.0,61.78217821782178,92.60273972602738,30.58217821782178,58.80273972602738,2.9794384917943972,62.0205615082056
90.0,65.45454545454545,75.18072289156626,36.654545454545456,43.98072289156626,21.473822562979194,38.526177437020806
91.0,59.24050632911393,60.21052631578947,35.84050632911393,31.61052631578947,27.629980013324456,24.370019986675544
92.0,53.75000000000001,50.86021505376344,34.400000000000006,27.21021505376344,26.539784946236566,16.460215053763434
93.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,4.301075268817204,-0.0,2.301075268817204,-2.301075268817204,4.301075268817204
96.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0,-0.0,0.0,0.0
111.0,0.0,0.0,0.0,-0.0,0.0,0.0
112.0,0.0,0.0,0.0,-0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,0.0,0.0,0.0,0.0,0.0,0.0
115.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
116.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
117.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
118.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
119.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
120.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
121.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
122.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
123.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
124.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
125.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
126.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
127.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0
128.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,0.0,0.0,0.0,0.0,0.0,0.0
